reviewText,rating_class
it work fine the thing about usb c be that the connector be suppose to be extrude a per the usb standard this one be a flat sheet that be bent into the connector shape note the white connector be correctly make the black connector be not,Good
got my bos audio stereo with back up camera instal today it work great my phone pair with it in second i stream music for realom iheart on my phone through the stereo and i be impressed at the sound quality much well than the aftermarket adapter i be use,Good
i be skeptical before purchase this case since i prefer one that could be take apart such a with the dvd drive bay it be good for the money and it size pro price brand compact size screwless 2 fan with 1 blue lead con cable management lead light not very bright,Good
i do not think it will be that performance with that price 1 i really like the quality it make with 2 to small but with huge storage 3 you can keep it and hang it with any thing you have 4 the speed amazing for 20 5 good price for the quality even the cheap quality not cheap that this check my photo upload i upload 4 photo i test it with 2 program with 20 port and 30 port really nice speed in 30,Good
the micro usb port be a bit too shallow there be a bit more than 2 mm gap between this adapter and eight of my various usb micro cable i ve attach a photo that demonstrate this issue do i get a b stock grade item please comment if you have find a well recommendation for a micro usb to usbc adapter update now that i have my nexus 6p i do some charger testing when my phone battery be at 30 full i use a 24a newtrent charger and a samsung note 3 charger along with an inline usb current meter i compare use this adapter on 5 high quality usba to usbmicro cable to the usbc cable that come with the nexus 6p net result be there be no difference in charge current between the cable with this adapter and the stock nexus cable charge rapidly be always display on the phone lock screen i use some gaffer tape to secure my ill fit adapter to a heavy duty usb monoprice coil cord that s use for car charging and have not have any issue i want to try data transfer with this adapter but start with the nexus 6p cable first and be instead thwart by window driver issue on one for realont and a chromebook steal the usb mount for realom my ubuntu chroot ill let other comment on use this adapter for datum transfer please note that i only use this adapter with my nexus 6p and have no intention of use it to charge my chromebook pixel nor do i know if this product be design to the proper usbc standard,Average
bukm smart power strip tower be a nifty item to have if you be like i and you have multiple electronic device to plug in and keep charge it surprisingly lightweight but do not feel flimsy it feel like something that will last particularly since item like this do not get move around a lot the tower itself turn on a base which make access all side of the tower a breeze there be also a handle unobtrusive look on the top in case you want to grab it and relocate the tower to another location in your home my only negative comment about this be the use of white plastic and black plastic on the same item i would prefer it all to be black or all white just my personal taste and it do not effect how the item function the number of plugin and usb port be more than adequate there be 10 plugin and 4 usb port this be great for i because i usually have a laptop chromebook ipad phone and kindle charge not to mention a bluetooth speaker and the wiiu controller this powerful power tower be worth the price i receive this tower for a discount price in exchange for my honest review but i absolutely plan on buy an additional tower at full cost to place in my office,Good
i really like this battery currently the version will the charge capacity status light i m use it instead of the traditional powertank for a celestron 6se telescope just to give a sense of scale i m attach photo of it next to a powertank rest on the top of the tripod mount and in the location i intend to velcro it on the support arm while i ve be test it i ve just be stick it on the former position but it be small enough to velcro so i will it charge in about the same amount of time and run for a long a the powertank which be not a surprise since they be rate about the same the size difference however make this a huge improvement when move a telescope around to remote sitesor even in one backyard since celestron new scope be power by lithium ion battery in the mount there should be no issue with make this switch for an external power supply the only tricky thing be because by the somewhat awkwardly translate instruction when charge the unit should be on when you be do turn it off if you do not use it for several month top it off every three or so,Good
package be deliver on time and in good condition easy installation the weight capacity of the mount be more important than the size it can hold the product description state fit screen size 1030 inch with weight capacity 44198 lb yet it hold my 34 lg perfectly and like a champ because it weight only 16 lb,Good
product arrive a describe i use it to hardwire a rexing r1 dashcam it be small enough that i be able to hide it easily under the dash near the fuse box and the cable be long enough to run up under the pillar and to the rear view mirror it have only be a couple day sure but it appear to be work great installation be very easy i crimp the red wire to a fuse tap or addacircuit and the black wire to ground i use the radio circuit a it turn off when the car be off but you could also attach it to something that be always on if you want to use the parking mode on your dash cam the 2 amp rating be more than enough for any dash cam both red and black wire be prestrippe the only tool i need be the wrench to loosen a bolt for the ground connection and needle nose plier to get the fuse out i think the only thing i would suggest be i wish this be offer a a bundle with the fuse tap and spare fuse,Good
this product do not do what it say in it description the wording work internationally be incredibly deceive a this product own label actually list only 120v ac with no mention of the 220v that would be need to plug directly into most international power technically you could plug this into a power transformer when you travel internationally but i do not believe that be what most people would think be necessary when they work internationally in the amazon listing and would very likely void any product warranty a be typically the case with power strip additionally travel power transformer be not intend to have more than one product plug into they and the obvious intention of this belkin power strip be to provide multiple outlet you could also just plug it in to 220v and see if it hold up i travel with a couple of 120v power strip in my gear bag and they ve work fine for year with 220v but have have one that immediately smoke and die when with 220v this belkins protection feature may well fail when plug into 220v have not try it keep in mind that this be not a power converter and if you do choose to try plug this product into 220v and it work it would not allow you to plug in a product that be not intend for use with 220v power or usb devise i m not even sure if the usb port would function correctly when plug into 220v so i would not test it out with my smartphone my trip do not come with in the return period for amazon so i m stuck with this,Bad
good product a a portable monitor it go to be hard to find similar build quality portable monitor it slick think and light weight i usually use my ipad a a second monitor via the app duet but it a little bit small to work with excel so i move to asus monitor the first impression be light weight good screen wellmade case but text in the screen be not good to read many text because it little blurry my14inch lenovo screen have crisp text 19201080 the screen size 14 v 15 might be the big reason but asuss one be not comfortable when it come to read article there be a couple of backlight bleeding on the right side,Average
i ve post picture of this unit there be a definite manufacturingdesign flaw with this unit the top lid come unhinge after 12 hour of use there be no clamp to attach the lid to the unit instead there be a large waxy foam adhesive between the lid and the hard disk drive after some hour of usage the unit will naturally get rather warm this heat because the waxy foam adhesive foam to become soft and malleable the lid detach itself without any pressure thereby expose the hard drive once the unit and wax adhesive cool you can reattach the lid but there be stoday i learnedl pressure point on the corner where the lid do not completely seat again the bevel edge push down on the pressure point to hopefully lock the lid because it to spring back overall the seagate disk inside be quiet and appear to be reliable the provide cable be of industrial strength bonus point for that but unfortunately i could not risk my backup datum on an enclosure that would not stay sealed,Bad
i really need an sd reader and think that extra usb 3 port for my tiny desktop would be helpful so decide on the unitek 3 port usb 3 hubcard reader move file around for realom a drive out of a recently dead laptop i be pleased with the throughput and copy file 50 mb each for realom a sandisk extreme pro 64 gb sd old 95mbs version to an external usb3 sata 4 tb drive i be get 80mbs throughput see screen shoot by the way i have have two external usb 3 hdd each without it own power adapter run off of the unit while simultaneously have an sd card in the unit and have have no problem move file between drive and i only mention that a some have ask about it i do not have any cf card,Good
great for the money it replace a 4x50w pioneer it just a loud it do not have dual subwoofer out just a single brown aux out wire so i use the rear aux out for my sub it start up very fast maybe five second,Good
these work really well but unfortunately be poorly make in a dark room these will let you see any nonbacklit keyboard clearly however one of the three in the package i receive do not function at all and the remain two run hot there be what should be a heat sink on the back of the light but it not closely enough couple to the led strip mount inside i suppose i cold fix that with some thermal paste the fit in the usb port be a little loose not terrible but it could be well a for how they work here be two photo of my notebookone without the light one with you can really see the difference,Average
i go ahead and spend the extra 400 to get the usb30 version for future compatibility to address part of andreis review regard the hidden clip it certainly there see the picture for detail part of the problem be that it very difficult to release since the only avenue you have to it it via the bezel itself and you can really only pry it wrong i carefully use a very small flatblade screwdriver to for realee it and the rest of the assembly be easy a to the enclosure itself it solid on the outside plastic for the drive carrier but stamp steel to handle the pcb and connector and use an initio inic3619pn bridge chip overall build quality be good it have only a single overspecced 16v electrolytic cap in it and the soldering look to be of average quality the only other fault i could find would be that it pretty easy to push the drive just that little bit too far into the cage so that it bind when attempt to eject i would recommend the following 1 make the drive cage completely out of stamp metal to reduce wonkiness of the mold plastic 2 get rid of the back bezel configuration and add some simple ejection mechanism for the drive itself there should not be any reason to twiddle around with the clip stuff and would make swap drive easy overall it certainly worth the 20odd buck and give i a nice look external drive,Good
say it fit a 25 1 tb hd but it do not i have a seagate for realeeplay 1 tb hd and it do not fit and there be no way it will fit it not something i m do wrong my hd be 12 thick so any hd that be 12 thick it will not fit,Bad
for a moderate gamer whose computer sit a floor above her router and can not afford to mar her home with a 150 ft ethernet cable this thing be something of a godsend i mainly want a strong adapter since my wifi suffer for realom terrible ping spike this puppy only decrease my ping for realom 22 m to 17 m and increase my upload speed by le than 2 mbps however my download speed go for realom 963 mbps to 6803 mbps my father be amazed when he see this improvement that s practically the maximum speed for what we buy installation be quite straightforward a other reviewer have say just install the driver for realom the main website before physically instal this card i do not bother use the package cd since the driver on it be outdate i like that the antenna stand be magnetize put the stand onto my case rather than have it take up space on my desk be wonderful this pup be pricey but it do it job for sure,Good
it fail while travel in a fain real lifey isolated part of the world just when i need it so why be i give it 5 star well i contact western digital they of course want the drive info date of purchase etc i could not provide most of this a i be travel and do not carry old receipt with i after a few very polite email and phone call back and forth and because of the complexity of the logistic due to my traveling and my some what advanced knowledge of computer my case be transfer up to management level and i end up deal with jimmy l i do not know if i be allow to mention name we speak a couple of time and the conversation be quite pleasant and jimmy l be actually insistent on replace my drive and try to save my datum i have work in it for 17 year i use to be a reseller wd be always my drive of choice because of their price and quality and rma be extremely time consume and do not make you any money off they so hard drive be not something you cheap out on datum of course be the most valuable part of any computer i also preach back up and redundancy to my client and this be an unusual case of i practice what i preach i no long do this and when i purchase drive it be through amazon i just want to stress that i be in no way bias or affiliate with western digital or amazoncom amazoncom set the bar for customer service this be a rare case where there exemplary customer service be meet or exceed not only be they willing to have their third party company attempt to salvage my datum i be shocked to learn that if necessary they be willing to do a hardware retrieval this involve dismantle the drive rebuild it replace faulty spindle etc and can run into the thousand of dollar i use to tell client after a hard drive crash that lose they all their precious baby picture that it be cheap to have a new baby than do datum retrieval in some case not only be they willing to do this but they be willing to retrieve the datum and return it to i on a new 2 tb my passport ultra metal edition very good review for this drive on amazon via ups all at their own expense via a traceable expedite courier it be on it way a i write this be a true story contact i if you wish and i will forward the email with name etc redact i be in no way affiliate with wd or any of it subsidiary but i think the least i could do be write this review a way of thank you know when you watch the news and you wish they would throw in just one nice story this feel like that to i hencethat be why i be give a fail drive 5 star and why i will never buy another brand of hard drive again i can not recommend western digital enough and i will post a picture and review of the new drive after i have bench mark it sign a very pleased customer they be true to their word and i have already receive the new drive picture and bench mark score attach,Good
i be skeptical at first get descend sound for realom a pi zero sized dac board well i be blow away how good it really sound after i solderere the header test the line out sound really good by the way and listen for a few hour it be time to solder some rca phono input the photo attach be work in progress but the sound for realom the rca input be just a good a the line out port definitely will buy anohter dac hat for realom pizero audio,Good
everything be perfect fit in my ford mustang gt with factory mach amp,Good
wo experiance i have after install all the device and cpu work perfect few day than the motherboard shoot down dath i want to sceam cry after all this work i try to change new power supply nothing death i will order different motherboard well one,Bad
ok case but only if you need it to be tiny in term of size go fine with a miniitx and a 6100 t cpu with a stock intel cooler you have to remove the for realont panel to be able to manouver two screw and pop 3 plastic pin and most likely you also have to remove the power board on the left of the case 2 screw it quite difficult to work without do that but have some patience you get a decent setup space and ability to route cable be very limited so it be almost impossible to have a cleanneat setup most end up look like a rat nest stoday i learnedl ok if you manage to clear out enough cable to have good airflow my problem with this case be the psu not exactly the external power brick but the board itself inside the case and the correspond connector very low quality my first one work for 4 or 5 power cycle and then borke would not even pas the paperclip test the case i get be clearly a return for realom another unlucky user i get a replacement and it work for slightly over one year during that time the pc would sometimes turnoff for no apparent reason rarely and when turn off would sometimes not turn on again unless you wiggle the power connector a bit eventually it stop work completely pro tiny just enough for a miniitx 2 ssd and cool there be not many alternative if you want a case a small a possible with no spaceweight waste and all you need be a low tdp cpu ram and a 2 25 storage unit actually 3 if your motherboard support m2 ssd fain real lifey cool even with all the limited space fit standard intel stock coolerfan and not much more con poor quality plastic on for realont and one of the side panel very easy to scratch low quality psu circuitry plus le efficient than even a picopsu even the jack be poorly secure and wobble tight case without washer prone to short if you re not careful with the assembly and some metal part contact no usb 30 port only one of the side panel be aluminum the rest be fain real lifey for realagile plastic overall i get this case mostly to save space and to have a silent system with the low power psuthis kind of backfire since the intel stock cooler be very noisy and you might end up use it because not much more fit also be small there be no space for a large quiet fan although i give it a it ok i do not really recommend this unless you absolutely can not have something big than vesa i replace it with a mstech c100 which be also a fain real lifey small case but with a little bit extra space which allow installaton of a betterquieter cooler and even a quiet large fan if need also it have a 300w psu builtin and cost le than the antec overall an ok case but definitely need an upgrade version i d give it 45 if it have a more reliable psu and 55 if it have that and usb3 update august 2015 i ve have a couple of issue with case when it would just not turn on i be unable to troubleshoot the specific because but it seem to be relate to some shorting of the power board which be very expose while simply squeeze the case the system would turn on eventually it turn on and i just let it run this be a very tight case with everything touch everything else and poor electrical isolation so expect these glitch also i do not trust the psu at all and expect it to fail soon consider that my first unit already have a defective psu i do not recommend the isk 110 anymore it be highly likely that it will fail before one year of use let alone reach the rest of the 2year warranty update nov 2016 issue with the system not power up or turn off get bad like many here the power connector have issue and the electrical part of this case be a mess i give up on it do not bother with it it be cute and practical but not woth it get about a year of use out of it,Average
i go to upgrade the bios with a skylake chip i have for the kaby lake chip i buy and it turn out it ship with the most current bios version if i d have know it would have save i the hassle of set everything up and swap cpu oh well hope this help someone else who do not have a skylake chip to upgrade the bios,Good
i need a usb hub with switch and this one work great i have two usb port on both side and only one in the back it make it cumbersome to use the wireless mouse on one side and look dishevel with wire on all three side now i have plug into the hub my usb power speaker scanner printer and external hard drive that look more organized so far i have the speaker and the hard drive that work well with the switch on i really like the light indicator indicate what be on and off,Good
flat top and bottom make this thing excellent for apply velcro or adhesive and stick it atop or below a desk i have a pretty big desk area but no where really seem right to put it so i find the flatness a plus the audio quality be phenomenal no complaint i ve plug it into my nexus 6 and it produce also astounding audio quality love the back line in port that allow audio to go through at 100 volume i use that side for my speaker and the for realont headphone amp port i use for headphone for high quality audio and whatnot absolutely love this product great packaging and shipping on it too box be flawless condition great,Good
i instal this on a polaris slingshot very easy to install and work perfectly,Good
i do not have a fax machine in my home office since i rarely have a need to send a fax i do not want to take up space with one i order the hiro h50113 hope i could just connect it when i need and put it away when i do not my setup be a surface pro 3 run window 10 64 bit connect to a plugable ud3900 dual display universal docking station before the h50113 arrive i download the driver for realom the hiro website and instal it for my first use i connect the h50113 to a usb2 port on the ud3900 and to my ooma base station both the required usb cable and phone cable be include the h50113 be power by the usb so no separate power be require within a few second of connect window find the modem and it correctly appear in device manager i open a pdf file select file print and for realom the printer dialog box change my usual printer to fax this launch window scan and fax and i be able to send a fax that s all there be to it for realom open the box to send a fax in about 2 minute i do not know if instal the driver in advance be necessary the modem i receive have a small sticker on the box that state it window 10 compatible see picture i figure i would do it because i do not have a cd drive to install the driver for realom the include cd and to ensure i have the current driver for include all the cable require and work straight out of the box five star,Good
we purchase this for our teardrop trailer and to provide entertainment for our daughter on trip it work well and we like the color match our fj,Good
i like that it do not get a ridiculously hot a my goto pick for a usb drive of this stature the sandisk ultra fit however the drive just be not a fast write speed be abysmal and reach just about the top end of the bandwidth afford by usb 20 read speed be decent but a touch slow than those of the sandisk it an okay drive with generally decent construction and design i m go to be use it mainly to move file for realom one place to another rather than any kind of storage so for that application it adequate but disappointing consider a cheap fast rival exist,Good
so there be pro and con with this radio some of the con might be unfounded but here go pro fantastic radio reception quality pick up station way well than the previous radio play everything i have throw at it mp3 mp4 well that be all i have back up camera work a expect even though i have buy the camera year ago very light weight and about half the size of a radio that contain dvd playback this one do not have one con the quality feel off hard to explain the metal feel thin the plastic i do not know it just the feel bootup time be a bit long i can back up fully before i even get the welcome screen would like to have have well documentation i wind up mix up the backup camera with the handbrake wire because it be not clear if it be pin 1 or 2 there be color list for the speaker but not for the other would like to have some sort of ambient sensor to tame down the radio light level at night not a big deal after ask a specific question regard the backup video camera the seller reply with a generic reply that have nothing to do with the question i would have prefer i do not know over a generic response i hope it will last a little while,Good
i purchase this for an external usb 3 jbod enclosure i will need for my pc at the moment i have not receive the jbod enclosure but i test this cable with an intel x25v 40 gb ssd in a msi coolmax hd250tnu3 usb 3 enclosure use a pcie x1 renesas 2port evga eu30 card and see hd tune 255 return the follow stat for a 4 mb block size transfer rate min 1346 mbsec max 1492 mbsec average 1445 mbsec access time 01 m burst rate 736 mbsec this be with the ssd have 122 gb for realee of 372 gb when the ssdenclosure be attach directly to the eu30 without use the extension cable i see the follow result transfer rate min 1380 mbsec max 1494 mbsec average 1442 mbsec access time 01 m burst rate 745 mbsec my conclusion no real speed loss when use the extension cable other observation the cable be nice and thick the malefemale end feel strong and unlikely to break even with thousand of insertionsremoval update when i use the extension cable with the nst640su3bk enclosure the disk would appear and disappear in window remove the cable fix the issue,Good
i have quite a few external drive so i m pretty familiar with their general spec so honestly i be not expect too much out of the seagate expansion drive other than the usb 30 connector there s really nothing really new about this drive the basic it a 25 5400 rpm green drive which mean the disk have a habit of go to sleep when not in use but it also mean that it pretty light on the power consumption it also quiet and have a very low heat signature average readwrite speed over usb 30 3025 mbps see customer image for my benchmark result what it good for at 500 gb this drive be pretty small when compare to it 24 tb neighbor however this drive be nice because it completely powered via usb and have a small footprint the portability come in handy when a usb memory stick just do not have enough room and this be where the expansion might be the good fit a an it consultant it nice to be able to have an extra hdd portable enough to take along on business trip it large enough that you can hold presentation installation binary and even a few movie or tv show for the long flight or boring hotel room while the speed be not phenomenal you probably do not want to run graphically intense game directly for realom the drive it be quick enough to handle play 720p video without flicker or stutter i do not try 1080p sorry the bad at 500 gb this thing be tiny by today standard and the 750 gb version be not much well unfortunately once you start look at the 1 tb and 15 tb drive they get physically large and lose their compactness if you re plan on use this drive a an external storage for movie music and image you ll probably find yourself fill it up rather quickly and wish you buy a drive with more room for growhat the hell i know that some people probably be look at this drive a a possible backup drive to use in case of a hdd failure on their main drive but keep in mind that this be also a standalone drive with no physical redundancy and drive that you physically move around generally tend to go bad before stationary drive like those in workstation do conclusion the expansion drive fill a niche but it a very specific niche if you plan on travel and need a drive that s ok on speed and use very little power this thing might be the perfect fit a an generic storage dump the size hamper it usefulness and a multiterabyte option be probably a well choice,Good
update 12717 i have spend over two more week battle this problem i have now clear over 6 tb of space for realom my drobo inithanks in advancelly it show up in the dashboard a clear then suddenly it disappear and go back to show the red alert i suspect a drive be bad so i power off the unit and individually check each drive i ve do various thing include force a rebuild identify and replace a drive that be have a few sector error they be not show in the dashboard i have to power down and test the drive separately and many more effort then i finally discover the because a few month ago i have set the drobos second partition to be a backup destination for time machine when select it i decide why not encrypt it so i tick the box to encrypt and enter the password turn out that because the drobo like to fake out the file system that there be more space than there actually be when the mac try to encrypt it it fil up the disk and then put the drobo into this red zone condition in my case because the encryption be run in the background for a few week i do not realize this be what be go on turn out it never get beyond 70 complete for encryption but be stoday i learnedl try i have now cancel that process and hope for a recovery however my update review to 2 star below stoday i learnedl stand while drobo claim to make these device super easy to use this kind of problem be the opposite of ease of use if you sell and market a device of ease of use there should not be hide conflict like this with the second most prevalent computer operating system on the planet far this problem be be experience by user at least a far back a 2011 i find a thread on a forum where someone encounter the same thing which be why i finally figure this out i love the concept of the drobo but i have waste far too much time and angst on this to be able to recommend or support the product update 112017 well the drobo be great untoday i learned it start run out of space i m not talk about the space available a report in the finder on the mac i m talk about the actual space on the device sometime recently it go past the yellow warning of 20 for realee yes drobo expect that if you have a 2895 tb raid like mine you will keep 579 tb of it for realee and clear to avoid any kind of slowdown that s a large amount of space to keep for realee anyway i do not i get that number down to around 2 tb because i be do some intensive data reorganization i be go to for realee the space later this turn into a nightmare at some point the drobo just start consume all the available space untoday i learned it get to 2 gb leave not tb gb i ve attach a screenshot of the drobo dashboard where it read 4426 gb for realee space this read 4601 gb for realee space just a short while ago after i clear another 15 tb off the drive i have do repeat cycle of clear stuff off this drive amounting to at least 3 tb to get it out of the red zone and it insist on stay stick there it just eat any for realee space i ve clear up bad when operate in the red zone like this it be extremely slow it slow down the whole system to a crawl so i have a system and disk that operate like molasse that keep eat away space that i for realee and this have be go on for week this have now waste enough time that i will be replace the drobo with something more reasonable a soon a possible while i stoday i learnedl love the simplicityconcept of the drobo it be small detail like this one that make it very for realustrating to use over the long haul i would no long recommend the drobo to anyone but a light user who will keep the drobo within it limited perfect operating condition i m not a newbie to raid array i ve be use they since 2000 to store large amount of scientific datum i ve be interested in the concept of easilyexpansible storage for year whenever i need to expand an array to large disk and volume size it be painful and time consume with traditional raid it require a complete transfer of the datum to a different drive then completely rebuild the new expand volume for realom scratch before move the datum back i need a well solution than this to my everexpande datum need i be intrigue by the drobos however base on previous bad review of the drobo unit i d stay away for realom try one instead a few year back i purchase a na unit for realom another wellknown company that claim to also have an expandable raid setup that unit have work ok but have present various challenge 1 it really slow 2 it can only do time machine backup up to 4 tb total and they never specify this limitation in the advertising 3 expand the array with large drive be very slow and unreliable 4 it die for a while then magically come back to life etc i get feed up and decide to try the drobo 5d so far this unit have be the good raid i ve ever use it be very fast very easy to use quite reliable and i have already expand my array 3 time a i purchase large drive it be easy to use quiet and so far reliable pro fast both for deal with many small file and also for large file eg multigb video very easy to expand dashboard be easy to use i purchase the msata accelerator card and for my use with many small file it speed thing up even more it be fully maccompatible with no apparent issue the light on the for realont give a very good indication of what s happen do i say easy to use that count for a lot since my time be valuable con i have a thunderbolt cable that work with other device but not the drobo after swap it it work fine it seem sensitive in that regard limit to 17 tb per volume the unit itself can handle at least 40 tb but you be force to divide that up into small volume that s kind of a pain the tradeoff of raid i ve see review that trash drobo for use a proprietary format yet i presently own three other raid unit in addition to the drobo and the na each one do hardware raid5 in it own unique and proprietary way in fact just the other day one of the drive die in a generic unit i have format a raid5 after i power it off and insert a new drive it would not power back on now i m stuck have to order a new one to try to recover my datum it out of warranty this be no different than the drobo if you re use a hardwarebase raid whether drobo or x or y or z brand if the hardware fail you will have to get a new unit or do some fancy datum recovery the only way i can see avoid this be to use a softwarebase raid solution and those be slow the other alternative be to use a jbod a bunch of independent disk and that turn into a mess quickly i have over 30 at one point the other major tradeoff be that if you go with a fix raid solution expansion require another drive of the same size or large backup your raid i once think that raid be a way of avoid the need for a backup that be a long time ago and real life experience have teach i differently it vital to backup your drive whether they be raid or not the reason to use raid be not to avoid do backup it to have a high likelihood of get back up to speed quickly if a disk fail on this count it do not matter whether it a drobo or another brand the bottom line if you value your time this be a great unit i do a simple calculation of the value of my time and decide that the extra cost of the drobo be well worth it for the time it have already save i if you prefer save a few dollar to save time or if you like fiddle around with various raid setting and configuration then perhaps another le expensive unit may work well for you,Bad
i ve be buy the 5 tb seagate expansion drive for over a year and get at least 10 of they for the long time i be very pleased with they it an massive amount of datum and usb 3 for very little money though with the last 3 drive i have a reoccurring problem the new drive seem fine when i first connect it the write speed be around 130150mbps and everything work well after copy around 1 tb for some drive it happen early for some later the speed suddenly drop all the way to 2 or 3 mbps even format at this point do not change anything the drive basically become useless on top of all that a few of those bust drive even make a very distinct sound when power they down you could hear the disk slow down and it do not sound good at all whatever change with the late batch of drive it change they for realom one of the cheap backup solution to one of the most useless drive on the market very unfortunate,Bad
the 1 byone amplifier work the red light be on but instead amplify it weaken the signal with 15 i try indoor a ge 24702 viper amplified antenna and i receive many tv channel the tv transmitter be 12 mile far for realom my home later i try vision for realee antenna and after a for realactal antenna 485 mm by 500 mm which give i the good result the strength of signal be 70 to 80 and i get 48 solid channel add at antenna the amplifier of ge 24702 viper amplified antenna i gain 15 more strength of signal so 70 signal strength at tv be increase at 85 with 1 by one i get 55 strength of the signal instead of 70 with antenna only i decide to mount the antenna in attic and i buy the 1 byone amplifier in ebay it be true that something be wrong with this product but this be evidence that quality control do not exist at 1 byone amplifier manufacture so before throw at the trash i open the device a a proof that i have this i do not like this and i will discard away this 1 byone amplifier,Bad
this router be a lot small compare to other router that i ve own i also like the ui when log into the router it speed be great for a small apartment and make a great buy,Good
i love this stereo except for a couple thing but for the price it rock and sound way well than my rubicon stock setup i be shock how much it improve the stock infinity speaker this be unit 2 because of jensen fail customer support the first one have bad map the sd card be mess upunreadable jensen would not send i any update and say i have to return it which i end up do love amazon everything but fm work great fm have range issue and fade out even between building i add a cheap antenna booster which have not help much so for fm boost ill have to do more research but sirius and pandora work great the navigation setup have a good antennamust be place correctly and work great for what it be the hand for realee work good to just have to position the mic properly i instal this in my 2007 jeep wrangler just kidding and need to use a sawzall to cut out the back brace 2 small cut but not a big deal i add these for my jeep install metra 956511 chryslerjeep ddin 2007 dash kit metra 40eu10 antenna to radio adapter cable for select 2002up bmwvolkswagen vehicle pac c2rchy4 radio replacement interface for chrysler and for sirius add siriusxm sxv300v1 connect vehicle tuner kit for satellite radio,Good
this be my second unit i now have two one in each car best bang for the buck ever,Good
excellent keyboard it be perfect for someone with a visual impairment seem incredibly sturdy and the backlight work well with the large print nice to have a choice of red blue or purple i find the purple one which seem more like pink be the easy on the eye this be the only keyboard i have see in this price range that have a full size backspace key if you ve ever try use the one with the half size it can be annoying especially when they place another key beside it which be typicalimportant note off button be the same button you use to switch led color only you hold it down for about 3 second i look for this in the instruction and could not find it although led be longlife bulb i use my computer only a couple of hour a day so i worry have it on for 22 extra hour per day would severely decrease the functional life of the keyboard problem solve hold the color change button down untoday i learned it turn off same button turn it back on finally the back have two small foot that you can flip up to raise the back of the keyboard overall a fantastic keyboard for the price highly recommend,Good
this be my first skylake board and honestly the most easy to oc there be a few issue when first release but after flash bios everything be good i have find problem with bf4bf3 however no other game seem to be affect i m fain real lifey confident this be not the result of this board but perhaps w10 a an for your information i obtain this for realom another seller at a well price than amazon my purchase price be 145 i d say it be worth that,Good
acer predator xb271hk bmiprz 27inch ip uhd 3840 x 2160 nvidia gsync widescreen display 2 x 2w speaker 4 usb 30 port hdirect messagei display port this monitor come with 27 of ip uhd display and 4ms gsync for gaming you can not get anything below 4ms because it an ip panel not tn and in game you can not tell the difference great size for uhd gsync really help in game with any video card you may have color have a 100 srgb accuracy and the black light bleed be very minimal not noticeable at all unless look at a pitch black screen with brightness and contrast at 100 the upscale for realom 1080p to uhd be 150 and look amazing on the desktop and webpage game have good performance gtx 770 with many setting lower skip the asus rog untoday i learned asus fix their qc and black light issue get yourself a 10701080 for optimal 4 k gaming and you re good to go so far so good will update if something go wrong with it thanks update after a month of use and an upgrade to a 1070sc i notice 1 game perform great with gsync on and vsync off in game avrg fps 4550 with max setting 2 the occasional splitsecond flicker happen around every 5 hour or so but it never be a distraction 3 the price go up on this monitor i think it good to wait today i learnedl it drop to around 760 again 4 the backlight bleed be never a distraction and it only bad in the bottom leave corner but again nothing to worry about everyone have some 5 4ms response in fps game be ideal no need for 1ms to see everyone quickly ill write back if there s a change for the bad or it stop work thank,Good
i buy this portable charger mainly for travel because i m look for something that can charge all of my gadget i try it at home once i receive it the packaging it come in be decent i be glad it come in a pouch to protect it too i use it for a couple of day now and i must say that i love it it have 4 usb port which can charge my phone my tablet my pebble watch and a camera simultaneously and you stoday i learnedl have an extra socket for another one to charge like a laptop that s 5 gadget at once you ll be the savior in every airport if there be only 1 plug and they can charge their device along with your device the power strip look very sturdy and it be well design only downside if you would count it a a downside be that the blue light be super bright it light up the whole room when i turn the main light off i like my room dark but if you like have a night light in the bedroom then this one can also serve a a night light too i would highly recommend anyone who be into travel to get one of this if you re plan to get out of the country that use a different plug i would suggest that you buy an adapter for it it be certainly worth it i receive this item at a discount in exchange for an honest and unbiased review,Good
i instal this today12417 it say it would work with win 10 well when i set it up the grabber would not show videoi go to hardware troubleshooting and it say will not work with usb 30i have it in my 20 usb port however when i use power director will the grabber i can press capture for realom the top leave menu and save the video that way a i say i just get this today so i may have some bug to work out update12517 problem solve i keep it simple and uninstalle the grabber software only reinstall and all be good my video be save a mpeg4 which be a large file and it only play on 1 medium player with sound so i put it in handbrake converter and change it to mp4 and it come out great at le than half the file size i change it to 5 star great product now i need to learn how to edit my videosanother time laugh out loud,Good
